data/testset_50000_25.txt,50000,22007
data/testset_10000_12.txt,10000,5316.1
data/testset_500000_5.txt,500000,199184
data/testset_5000_26.txt,5000,1401.3
data/testset_500000_24.txt,500000,202728
data/testset_5000_25.txt,5000,1833.2
data/testset_100000_26.txt,100000,38541.8
data/testset_10000_19.txt,10000,2675.2
data/testset_50000_21.txt,50000,17583.6
data/testset_500000_28.txt,500000,197401
data/testset_10000_9.txt,10000,3929.9
data/testset_10000_20.txt,10000,2689.2
data/testset_50000_1.txt,50000,20512.6
data/testset_50000_26.txt,50000,19853.7
data/testset_100000_4.txt,100000,40735.6
data/testset_100000_7.txt,100000,38063
data/testset_1000_6.txt,1000,217.6
data/testset_500000_16.txt,500000,200519
data/testset_100000_29.txt,100000,47729.4
data/testset_500000_8.txt,500000,201549
data/testset_5000_24.txt,5000,1634.3
data/testset_50000_18.txt,50000,22026
data/testset_500000_12.txt,500000,201130
data/testset_5000_2.txt,5000,1875.2
data/testset_500000_6.txt,500000,227777
data/testset_1000_25.txt,1000,309.9
data/testset_1000_24.txt,1000,313.8
data/testset_100000_13.txt,100000,34228.3
data/testset_500000_23.txt,500000,198954
data/testset_10000_29.txt,10000,3478.1
data/testset_500000_2.txt,500000,200539
data/testset_500000_13.txt,500000,204274
data/testset_100000_17.txt,100000,40321.9
data/testset_5000_12.txt,5000,1958
data/testset_50000_12.txt,50000,22116.4
data/testset_5000_28.txt,5000,1261.7
data/testset_50000_15.txt,50000,21992.5
data/testset_1000_27.txt,1000,211.6
data/testset_100000_5.txt,100000,35040.4
data/testset_5000_16.txt,5000,1274.4
data/testset_5000_21.txt,5000,1872.5
data/testset_500000_21.txt,500000,217768
data/testset_100000_14.txt,100000,33878.2
